iter	AUC	CrossEntropy
789	0.82211411	0.5061573432
790	0.8221203983	0.5061502477
791	0.8221322	0.5061438863
792	0.8221431077	0.5061366685
793	0.8221570849	0.5061297362
794	0.8221785426	0.5061200717
795	0.8221859038	0.5061124461
796	0.822198689	0.5061041681
797	0.8222136497	0.5060959716
798	0.8222266436	0.506088346
799	0.822237283	0.5060799865
800	0.8222471476	0.5060739512
801	0.8222613335	0.5060656324
802	0.8222669363	0.5060578845
803	0.8222813308	0.5060511969
804	0.8222954273	0.5060423479
805	0.8223085403	0.5060344777
806	0.8223173022	0.5060269745
807	0.8223303854	0.5060199606
808	0.8223446012	0.5060109893
809	0.8223590851	0.5060032006
810	0.8223699927	0.5059937808
811	0.8223774731	0.5059846464
812	0.822393775	0.5059765723
813	0.8224098682	0.5059675195
814	0.8224210143	0.5059594453
815	0.8224272132	0.5059527577
816	0.822437048	0.5059450098
817	0.822442174	0.5059390561
818	0.8224503994	0.5059336326
819	0.8224560618	0.505928576
820	0.8224714398	0.5059200941
821	0.822486937	0.5059132841
822	0.8224993348	0.5059056993
823	0.8225120008	0.5058984815
824	0.8225273192	0.5058897957
825	0.8225369453	0.5058803759
826	0.8225496113	0.505872261
827	0.822561264	0.5058642276
828	0.8225777745	0.5058553379
829	0.8225922287	0.5058480386
830	0.8225998282	0.505841514
831	0.8226164579	0.5058329098
832	0.8226273954	0.5058239793
833	0.822640121	0.5058175771
834	0.8226566613	0.5058077903
835	0.8226689994	0.5057997569
836	0.8226805031	0.505791642
837	0.8226861954	0.5057845873
838	0.8226972818	0.505779123
839	0.8227156997	0.505771579
840	0.8227263987	0.5057645243
841	0.8227353096	0.5057577959
842	0.8227416873	0.5057508227
843	0.8227555454	0.5057429933
844	0.8227645755	0.5057365911
845	0.822778821	0.5057292509
846	0.8227925301	0.5057225633
847	0.8228102326	0.5057144891
848	0.8228225708	0.5057083316
849	0.8228215575	0.5057015216
850	0.82282722	0.5056948747
851	0.8228414059	0.5056882278
852	0.8228455484	0.5056824781
853	0.8228615522	0.5056747301
854	0.8228804469	0.5056667376
855	0.8228912354	0.5056596829
856	0.8228977919	0.505653403
857	0.8229042888	0.5056489989
858	0.8229171038	0.5056421074
859	0.8229279518	0.5056346041
860	0.8229381144	0.5056269786
861	0.822945863	0.5056193938
862	0.8229601681	0.5056104225
863	0.8229652345	0.5056057738
864	0.8229812384	0.505598189
865	0.8229897618	0.5055918683
866	0.8230021298	0.5055848136
867	0.8230117857	0.5055765356
868	0.8230222464	0.5055696848
869	0.8230380118	0.5055624263
870	0.8230397999	0.505556595
871	0.8230573833	0.5055483985
872	0.8230666518	0.5055425264
873	0.8230748773	0.5055353086
874	0.8230825365	0.5055298035
875	0.8230957687	0.5055225449
876	0.8231131136	0.5055147563
877	0.8231256604	0.5055048063
878	0.8231288195	0.5054997498
879	0.82313779	0.5054919611
880	0.8231512308	0.505484988
881	0.8231611252	0.5054773216
882	0.8231715262	0.5054701446
883	0.8231832981	0.5054625598
884	0.8231933415	0.5054528546
885	0.8232025802	0.5054466155
886	0.8232143521	0.5054404579
887	0.8232319951	0.5054318944
888	0.8232358992	0.5054238611
889	0.8232492805	0.5054170103
890	0.8232601583	0.5054090585
891	0.8232657313	0.5054029417
892	0.8232826591	0.5053950307
893	0.8232988119	0.5053873236
894	0.823307991	0.5053818185
895	0.8233224154	0.5053741114
896	0.8233264089	0.5053672606
897	0.8233436942	0.5053576369
898	0.8233565688	0.5053486248
899	0.8233672976	0.5053418964
900	0.8233833909	0.5053336999
901	0.8233968616	0.5053257889
902	0.8234083652	0.5053186119
903	0.8234256208	0.5053100076
904	0.823440522	0.5053022189
905	0.8234497607	0.505294104
906	0.8234677911	0.5052862338
907	0.8234756887	0.5052801986
908	0.8234848082	0.5052747343
909	0.8235028386	0.5052651921
910	0.823510617	0.505258953
911	0.8235168159	0.5052525916
912	0.8235280812	0.5052465156
913	0.8235363662	0.5052390123
914	0.8235450685	0.505232447
915	0.8235592246	0.5052253108
916	0.823569268	0.5052187862
917	0.8235839605	0.5052114869
918	0.8235954642	0.5052044322
919	0.8236021101	0.5051973367
920	0.8236117661	0.5051898743
921	0.8236191869	0.5051810254
922	0.8236325383	0.5051742561
923	0.82364133	0.505167283
924	0.8236549795	0.5051618595
925	0.82366243	0.5051563952
926	0.823672682	0.5051497891
927	0.8236858249	0.5051425305
928	0.823693037	0.5051370254
929	0.8237019181	0.5051291959
930	0.8237181306	0.5051216519
931	0.8237276673	0.5051127622
932	0.8237456679	0.5051041172
933	0.8237605989	0.5050962469
934	0.8237698674	0.5050904156
935	0.8237766623	0.5050843396
936	0.8237861693	0.5050790792
937	0.8237975538	0.5050714129
938	0.8238076568	0.505065133
939	0.8238212168	0.5050570181
940	0.8238286972	0.505052247
941	0.8238398433	0.5050468235
942	0.8238465488	0.505040829
943	0.8238589764	0.5050339375
944	0.8238658905	0.5050274945
945	0.8238760531	0.5050213369
946	0.823892653	0.5050131812
947	0.82390517	0.5050077985
948	0.823913753	0.5050006215
949	0.8239230514	0.50499426
950	0.8239379227	0.5049869199
951	0.8239529729	0.5049778263
952	0.8239635229	0.5049717095
953	0.8239791393	0.5049639209
954	0.8239922523	0.5049563361
955	0.8240002692	0.5049481396
956	0.8240136802	0.5049407995
957	0.8240242302	0.5049341526
958	0.8240386248	0.5049263639
959	0.8240462542	0.5049196762
960	0.8240646124	0.5049096855
961	0.8240734339	0.5049037318
962	0.8240821064	0.5048963102
963	0.8240920901	0.5048910497
964	0.8241042495	0.5048847699
965	0.824114114	0.5048782861
966	0.8241233528	0.5048711091
967	0.8241329193	0.50486487
968	0.8241432011	0.5048590387
969	0.8241619468	0.5048502713
970	0.8241675794	0.5048437467
971	0.8241720796	0.5048360396
972	0.8241779208	0.5048313501
973	0.824193716	0.5048232352
974	0.8242059648	0.5048174854
975	0.8242204189	0.504810757
976	0.8242283463	0.5048032945
977	0.8242384493	0.5047981564
978	0.8242484629	0.504792162
979	0.8242653608	0.5047845772
980	0.824270308	0.5047784604
981	0.8242827356	0.5047719767
982	0.8242983222	0.5047638617
983	0.8243084252	0.5047579896
984	0.8243222833	0.5047507311
985	0.8243332505	0.5047451852
986	0.8243455291	0.504737682
987	0.8243576288	0.5047310351
988	0.8243691623	0.5047243066
989	0.8243778944	0.5047177821
990	0.8243868947	0.5047117469
991	0.8243975341	0.5047061194
992	0.8244093657	0.5047002473
993	0.8244176507	0.504693682
994	0.8244270682	0.5046869943
995	0.8244416118	0.5046803882
996	0.8244518042	0.5046746385
997	0.8244689405	0.5046655449
998	0.8244872093	0.5046567367
999	0.8244996369	0.504648581
1000	0.8245017827	0.5046423827
1001	0.8245168626	0.5046346756
1002	0.8245278299	0.5046287627
1003	0.8245373666	0.5046234615
1004	0.8245466053	0.5046172632
1005	0.8245588243	0.5046105755
1006	0.8245713711	0.5046028276
1007	0.8245920539	0.5045939379
1008	0.8246061802	0.504585823
1009	0.8246231079	0.5045782382
1010	0.8246347606	0.5045715913
1011	0.8246471286	0.5045640881
1012	0.8246592283	0.5045573596
1013	0.8246641755	0.5045524254
1014	0.8246754706	0.5045441066
1015	0.8246831596	0.5045387647
1016	0.8246943951	0.5045310983
1017	0.8247068226	0.5045235951
1018	0.8247193992	0.5045158064
1019	0.8247323334	0.5045084255
1020	0.8247405291	0.5045032874
1021	0.8247507215	0.5044974561
1022	0.8247601688	0.5044918694
1023	0.8247665465	0.5044873838
1024	0.8247771859	0.5044819195
1025	0.8247883916	0.504474824
1026	0.824795872	0.5044678509
1027	0.8248003721	0.5044625089
1028	0.8248113096	0.5044559436
1029	0.8248217106	0.5044493783
1030	0.8248329461	0.5044413857
1031	0.8248478174	0.5044345757
1032	0.8248614073	0.5044269909
1033	0.824870795	0.5044217713
1034	0.8248861432	0.5044138195
1035	0.8249026537	0.5044059084
1036	0.8249120414	0.5043997101
1037	0.824924022	0.5043933079
1038	0.8249388933	0.5043858047
1039	0.8249466717	0.5043788315
1040	0.8249568343	0.5043735303
1041	0.8249702156	0.5043667203
1042	0.824976027	0.5043597064
1043	0.8249907494	0.5043533858
1044	0.8250066638	0.5043456787
1045	0.8250158131	0.5043399289
1046	0.8250244856	0.5043334043
1047	0.8250342309	0.5043256972
1048	0.8250423074	0.5043193358
1049	0.8250513673	0.504312852
1050	0.8250663877	0.5043048186
1051	0.8250759542	0.5042987019
1052	0.8250908852	0.5042916472
1053	0.8250992	0.5042857751
1054	0.8251085281	0.5042796991
1055	0.8251216412	0.5042730114
1056	0.8251380026	0.5042658344
1057	0.8251430392	0.5042600031
1058	0.8251515031	0.5042544572
1059	0.8251607418	0.5042477696
1060	0.8251667321	0.5042421829
1061	0.8251782656	0.5042355768
1062	0.8251898289	0.5042285221
1063	0.8251983523	0.5042212636
1064	0.8252103031	0.5042156769
1065	0.8252215087	0.50420903
1066	0.8252368867	0.5042019754
1067	0.8252465725	0.5041964295
1068	0.8252595067	0.5041894972
1069	0.8252725005	0.5041825648
1070	0.825286746	0.5041754286
1071	0.8253005445	0.5041684963
1072	0.82531479	0.504160993
1073	0.8253246248	0.5041542646
1074	0.8253366351	0.5041469652
1075	0.8253437281	0.5041405222
1076	0.8253522217	0.5041338346
1077	0.8253634572	0.5041256789
1078	0.8253730536	0.5041195621
1079	0.8253833354	0.5041142609
1080	0.8253988028	0.5041068392
1081	0.8254132569	0.504099703
1082	0.8254259229	0.5040921998
1083	0.825442642	0.5040837586
1084	0.8254468441	0.5040777642
1085	0.8254587054	0.5040701794
1086	0.8254774809	0.5040616159
1087	0.8254859746	0.5040539496
1088	0.8254998624	0.504047425
1089	0.8255117238	0.5040413083
1090	0.8255194724	0.50403564
1091	0.8255245388	0.5040306243
1092	0.825538069	0.5040243852
1093	0.8255485296	0.5040174936
1094	0.8255637288	0.504007666
1095	0.8255729675	0.5040013046
1096	0.8255839348	0.50399478
1097	0.8255940676	0.5039881739
1098	0.8256046176	0.503980793
1099	0.825617969	0.5039733306
1100	0.8256289959	0.5039669283
1101	0.8256357908	0.5039617087
1102	0.8256477118	0.5039545725
1103	0.8256595135	0.5039472323
1104	0.8256649673	0.5039424205
1105	0.8256770968	0.5039353658
1106	0.8256881535	0.503928882
1107	0.8257023692	0.5039200331
1108	0.8257105947	0.5039153028
1109	0.8257230222	0.5039090229
1110	0.8257333934	0.5039004595
1111	0.8257445395	0.5038958923
1112	0.8257559538	0.5038895308
1113	0.8257703781	0.5038822723
1114	0.825781554	0.5038759516
1115	0.825792253	0.503868326
1116	0.8258057833	0.5038613529
1117	0.82581231	0.5038567857
1118	0.8258243203	0.5038513622
1119	0.8258339763	0.5038446338
1120	0.8258474767	0.5038372528
1121	0.8258606791	0.5038299943
1122	0.8258715868	0.5038235513
1123	0.8258775771	0.5038193919
1124	0.8258888721	0.5038137645
1125	0.8258967698	0.5038078516
1126	0.825902462	0.5038018164
1127	0.8259070516	0.5037971268
1128	0.82591784	0.5037914994
1129	0.825927794	0.5037842816
1130	0.825943768	0.5037774716
1131	0.8259559572	0.5037715995
1132	0.8259723783	0.5037637293
1133	0.8259852529	0.5037565931
1134	0.8259901702	0.5037497831
1135	0.8260036707	0.5037436663
1136	0.8260139823	0.5037372641
1137	0.8260343671	0.5037264986
1138	0.8260483444	0.5037198517
1139	0.8260619342	0.5037130009
1140	0.826071918	0.5037072511
1141	0.8260811269	0.5037008897
1142	0.8260913193	0.5036943651
1143	0.8261057734	0.5036876367
1144	0.8261157572	0.5036810714
1145	0.8261300921	0.5036747915
1146	0.8261415362	0.5036685931
1147	0.8261551559	0.5036623133
1148	0.8261621594	0.5036560334
1149	0.8261746168	0.5036492234
1150	0.8261833489	0.503643596
1151	0.826191783	0.5036382948
1152	0.8262038827	0.5036325858
1153	0.8262181878	0.5036258165
1154	0.8262239099	0.5036182318
1155	0.8262361586	0.5036116664
1156	0.8262506425	0.5036042447
1157	0.8262633681	0.5035973124
1158	0.8262764215	0.5035905024
1159	0.8262842298	0.5035844672
1160	0.8262947202	0.503579533
1161	0.826310575	0.503571622
1162	0.8263189793	0.5035669732
1163	0.8263334036	0.5035607341
1164	0.8263447881	0.5035538018
1165	0.8263590932	0.5035456461
1166	0.8263616562	0.5035399779
1167	0.8263757825	0.5035326786
1168	0.8263892531	0.5035254608
1169	0.8263975382	0.5035202003
1170	0.826407373	0.5035152254
1171	0.8264152408	0.5035105358
1172	0.8264299929	0.5035031549
1173	0.8264477849	0.5034934089
1174	0.8264605403	0.5034868028
1175	0.8264661431	0.5034816647
1176	0.8264745474	0.5034766897
1177	0.8264887631	0.5034694719
1178	0.8264995217	0.5034622134
1179	0.8265103102	0.503454914
1180	0.8265217543	0.5034479409
1181	0.8265323043	0.5034415795
1182	0.82654351	0.5034347695
1183	0.826557368	0.5034277964
1184	0.8265652061	0.5034229845
1185	0.8265776038	0.5034169085
1186	0.8265905976	0.5034098946
1187	0.8266035914	0.5034035332
1188	0.826608032	0.5033988029
1189	0.8266180754	0.5033928492
1190	0.8266291618	0.5033868548
1191	0.8266369104	0.5033800856
1192	0.8266497254	0.5033727862
1193	0.8266565204	0.5033686676
1194	0.8266647458	0.5033621023
1195	0.8266755641	0.5033562709
1196	0.82668823	0.5033496241
1197	0.8266943693	0.5033425694
1198	0.8267109096	0.503333802
1199	0.8267202973	0.5033281338
1200	0.8267304897	0.5033235666
1201	0.826738745	0.5033195703
1202	0.8267491758	0.5033132089
1203	0.8267568648	0.5033076222
1204	0.8267620504	0.5033026473
1205	0.8267723024	0.5032951848
1206	0.826785624	0.5032884564
1207	0.8267906606	0.5032849494
1208	0.8267987072	0.5032802191
1209	0.8268111348	0.503274714
1210	0.8268194795	0.5032681895
1211	0.8268281817	0.5032632553
1212	0.8268353343	0.5032575463
1213	0.8268429935	0.503252082
1214	0.8268560767	0.5032456798
1215	0.8268683553	0.5032391144
1216	0.8268809319	0.5032311626
1217	0.8268893063	0.5032230885
1218	0.8269046545	0.5032160338
1219	0.82691589	0.5032109365
1220	0.8269293904	0.5032038411
1221	0.8269349635	0.5031982136
1222	0.8269429803	0.5031924639
1223	0.8269520998	0.5031865102
1224	0.8269589841	0.5031813314
1225	0.8269739449	0.5031745214
1226	0.8269781768	0.5031703212
1227	0.8269874752	0.5031647753
1228	0.8270010352	0.50315821
1229	0.8270124495	0.5031509514
1230	0.8270208538	0.5031456502
1231	0.8270342648	0.5031386363
1232	0.8270486593	0.503131337
1233	0.8270604014	0.5031251794
1234	0.8270682991	0.5031195112
1235	0.8270776868	0.503114577
1236	0.8270867169	0.5031100506
1237	0.827100873	0.5031012017
1238	0.8271144032	0.5030939839
1239	0.8271235824	0.5030892944
1240	0.8271377385	0.5030822397
1241	0.8271472752	0.5030771424
1242	0.8271577954	0.5030702916
1243	0.8271666169	0.5030643787
1244	0.827177465	0.5030590368
1245	0.8271946311	0.5030513704
1246	0.8272066712	0.5030456614
1247	0.8272172213	0.5030404826
1248	0.8272297084	0.5030333871
1249	0.8272436261	0.5030251906
1250	0.827255398	0.5030194409
1251	0.8272636235	0.503015363
1252	0.8272734284	0.5030091647
1253	0.8272770941	0.5030027217
1254	0.8272844553	0.5029965642
1255	0.8272930384	0.5029915892
1256	0.8272985816	0.5029861657
1257	0.8273093402	0.5029800489
1258	0.8273115754	0.5029730758
1259	0.8273271918	0.5029641453
1260	0.8273383379	0.5029578654
1261	0.8273478448	0.5029518302
1262	0.8273646832	0.5029428997
1263	0.8273768723	0.5029364159
1264	0.8273883462	0.5029297691
1265	0.827403307	0.5029225105
1266	0.827409327	0.5029192482
1267	0.8274251223	0.5029106032
1268	0.827436924	0.5029035077
1269	0.8274422586	0.5028968608
1270	0.8274586797	0.5028897246
1271	0.827470243	0.502883771
1272	0.8274776042	0.5028789591
1273	0.8274874687	0.5028734132
1274	0.8275024295	0.5028657877
1275	0.8275125027	0.5028593039
1276	0.8275250793	0.5028513521
1277	0.8275360465	0.5028450722
1278	0.8275407553	0.50283867
1279	0.8275490105	0.502831493
1280	0.8275579214	0.5028261918
1281	0.8275666535	0.5028205236
1282	0.8275837004	0.5028120417
1283	0.8276000917	0.502804253
1284	0.8276084065	0.5027993595
1285	0.827614367	0.5027956895
1286	0.8276277781	0.5027894912
1287	0.8276337087	0.5027839045
1288	0.8276431561	0.5027789703
1289	0.8276489675	0.5027740769
1290	0.8276534081	0.5027682048
1291	0.8276669383	0.5027617618
1292	0.8276796937	0.5027548703
1293	0.8276877403	0.5027502623
1294	0.8276998699	0.5027437377
1295	0.8277089298	0.5027386812
1296	0.8277164102	0.5027327276
1297	0.8277281821	0.5027263253
1298	0.8277372122	0.5027210241
1299	0.8277482688	0.5027142957
1300	0.8277591467	0.5027091576
1301	0.8277705908	0.5027025515
1302	0.8277766705	0.5026979843
1303	0.8277801275	0.5026916229
1304	0.8277918994	0.5026856692
1305	0.8277993202	0.5026817953
1306	0.8278111517	0.502675026
1307	0.8278215528	0.5026698879
1308	0.8278317451	0.5026650761
1309	0.8278462291	0.5026578583
1310	0.8278543055	0.502653128
1311	0.8278659284	0.5026472559
1312	0.8278799057	0.5026410576
1313	0.8278883994	0.5026355933
1314	0.8278954625	0.5026311892
1315	0.8279077113	0.5026232374
1316	0.8279266059	0.5026135729
1317	0.8279366791	0.5026075377
1318	0.8279461861	0.5026024404
1319	0.8279565871	0.5025967722
1320	0.8279670775	0.5025912263
1321	0.8279797435	0.5025824182
1322	0.8279905319	0.5025768315
1323	0.8280014098	0.5025706332
1324	0.8280135393	0.502564598
1325	0.8280238807	0.5025575841
1326	0.8280326128	0.5025516304
1327	0.8280435801	0.5025462477
1328	0.8280558586	0.5025401717
1329	0.8280664682	0.5025338918
1330	0.8280781806	0.5025283051
1331	0.8280838728	0.502521699
1332	0.8280963302	0.5025146851
1333	0.8281024694	0.5025090169
1334	0.8281148374	0.5025017584
1335	0.8281303048	0.5024940105
1336	0.8281445503	0.5024849169
1337	0.8281534612	0.5024792894
1338	0.8281632364	0.5024744368
1339	0.8281740546	0.5024686055
1340	0.8281831145	0.5024624887
1341	0.8281965852	0.5024560049
1342	0.8282102644	0.5024495619
1343	0.8282225728	0.5024425073
1344	0.8282364607	0.5024350448
1345	0.8282441497	0.502430233
1346	0.8282503486	0.5024261959
1347	0.8282651901	0.5024183664
1348	0.8282712996	0.50241384
1349	0.8282821476	0.5024073155
1350	0.8282960057	0.5024002608
1351	0.8283090293	0.5023927983
1352	0.8283133209	0.5023890875
1353	0.8283258379	0.5023822367
1354	0.8283373117	0.5023757937
1355	0.8283491433	0.5023680866
1356	0.8283591866	0.5023632339
1357	0.8283712268	0.5023562608
1358	0.8283851743	0.5023484314
1359	0.8283992708	0.502340765
1360	0.8284075558	0.5023363202
1361	0.8284148872	0.5023323647
1362	0.8284261227	0.5023266964
1363	0.8284381032	0.5023202535
1364	0.8284519017	0.5023129541
1365	0.8284651339	0.5023060218
1366	0.8284782171	0.502299905
1367	0.8284884691	0.5022953786
1368	0.8284928799	0.5022905667
1369	0.8285052776	0.5022838383
1370	0.8285172582	0.5022774769
1371	0.828530252	0.50227083
1372	0.8285414577	0.5022636122
1373	0.828550458	0.5022588003
1374	0.828555882	0.5022543962
1375	0.828561008	0.5022493397
1376	0.8285738826	0.5022431006
1377	0.8285851479	0.5022365353
1378	0.8285908699	0.5022318458
1379	0.8286060691	0.5022244649
1380	0.8286142945	0.5022190413
1381	0.8286227584	0.5022136993
1382	0.8286297023	0.5022085613
1383	0.8286401629	0.5022019551
1384	0.8286477625	0.5021965724
1385	0.8286567032	0.5021906187
1386	0.828668505	0.5021836048
1387	0.8286786675	0.5021771211
1388	0.8286890984	0.5021702295
1389	0.8287011981	0.5021638681
1390	0.8287099004	0.5021577921
1391	0.8287175894	0.5021522054
1392	0.828727901	0.5021463741
1393	0.8287385106	0.5021406651
1394	0.8287476897	0.5021364649
1395	0.8287576139	0.5021301443
1396	0.8287614584	0.502126515
1397	0.828769058	0.5021198681
1398	0.8287809491	0.5021130581
1399	0.8287965059	0.5021055549
1400	0.8288054764	0.5021018848
1401	0.8288110495	0.5020957273
1402	0.8288166225	0.5020897328
1403	0.8288232684	0.50208382
1404	0.8288319111	0.5020779071
1405	0.8288401961	0.5020746856
1406	0.8288532197	0.5020674678
1407	0.8288667798	0.5020611471
1408	0.8288751543	0.5020560498
1409	0.8288870752	0.5020482611
1410	0.8288924992	0.5020454066
1411	0.8289097846	0.5020366801
1412	0.8289232254	0.5020297069
1413	0.8289332092	0.5020237941
1414	0.8289434612	0.5020185744
1415	0.8289549649	0.5020129062
1416	0.8289661407	0.5020067895
1417	0.8289795816	0.5020003465
1418	0.8289889991	0.5019942705
1419	0.82899791	0.5019886838
1420	0.8290064931	0.5019837088
1421	0.8290183842	0.5019787746
1422	0.8290230632	0.5019736366
1423	0.8290330172	0.5019682538
1424	0.8290455043	0.5019624225
1425	0.8290562034	0.5019564281
1426	0.8290662766	0.501950189
1427	0.8290765584	0.5019454586
1428	0.8290866911	0.5019399943
1429	0.8290972412	0.5019325319
1430	0.8291128278	0.5019262928
1431	0.8291233778	0.5019204207
1432	0.8291368484	0.5019141
1433	0.8291434944	0.5019093289
1434	0.8291553855	0.5019032529
1435	0.8291696906	0.501895872
1436	0.82918185	0.501890734
1437	0.8291935325	0.5018838016
1438	0.8292011619	0.501877848
1439	0.8292128742	0.5018716904
1440	0.8292233348	0.5018652882
1441	0.8292322159	0.5018591714
1442	0.8292454779	0.5018526469
1443	0.8292586505	0.5018455107
1444	0.8292696178	0.5018394347
1445	0.8292797208	0.501833481
1446	0.8292871714	0.5018284245
1447	0.8292991817	0.5018221038
1448	0.8293117881	0.5018173327
1449	0.8293236196	0.5018097479
1450	0.8293329775	0.5018038758
1451	0.8293442428	0.5017987378
1452	0.8293531537	0.5017929472
1453	0.8293617368	0.5017876052
1454	0.829377234	0.5017790825
1455	0.8293898106	0.5017718648
1456	0.8293973505	0.50176795
1457	0.8294064105	0.5017634236
1458	0.8294172883	0.501758204
1459	0.8294258714	0.5017538815
1460	0.8294369578	0.5017456034
1461	0.8294546902	0.5017371623
1462	0.8294631839	0.5017325135
1463	0.8294728696	0.5017277017
1464	0.8294856548	0.5017212995
1465	0.8294943571	0.5017155089
1466	0.8295105696	0.5017071901
1467	0.8295199871	0.5017015219
1468	0.8295310438	0.501694875
1469	0.8295377195	0.5016895331
1470	0.8295517564	0.5016819483
1471	0.8295638263	0.5016766878
1472	0.8295752406	0.5016705303
1473	0.8295854926	0.5016657592
1474	0.8295956552	0.5016602133
1475	0.829605937	0.5016548306
1476	0.8296179175	0.5016488362
1477	0.8296250701	0.5016423932
1478	0.829636693	0.5016357463
1479	0.8296489716	0.5016290178
1480	0.8296564817	0.5016236758
1481	0.8296682239	0.5016172736
1482	0.8296816349	0.5016097296
1483	0.8296929002	0.5016036536
1484	0.8297072947	0.5015962727
1485	0.82971856	0.5015901967
1486	0.8297303915	0.5015842431
1487	0.8297375143	0.5015801652
1488	0.8297488689	0.5015747009
1489	0.8297554255	0.5015702561
1490	0.8297637403	0.5015648733
1491	0.8297758996	0.5015596129
1492	0.8297869563	0.5015545156
1493	0.8298025727	0.5015473793
1494	0.8298172951	0.5015399169
1495	0.8298241794	0.5015336778
1496	0.8298351169	0.501527928
1497	0.8298426867	0.501523524
1498	0.8298593163	0.5015158576
1499	0.8298664689	0.5015118205
1500	0.82987535	0.5015059484
1501	0.8298872113	0.5014989345
1502	0.829892993	0.5014928993
1503	0.8299050927	0.5014862117
1504	0.8299158812	0.5014800133
1505	0.8299282193	0.5014740597
1506	0.829939127	0.5014675759
1507	0.8299512863	0.5014608067
1508	0.829960525	0.5014546084
1509	0.8299643397	0.5014477168
1510	0.8299696445	0.5014432719
1511	0.8299753666	0.5014381746
1512	0.8299836516	0.5014326288
1513	0.8299949467	0.5014265936
1514	0.8300047219	0.5014208438
1515	0.8300147355	0.5014140746
1516	0.830022037	0.5014095482
1517	0.8300295174	0.5014050218
1518	0.8300409317	0.501400006
1519	0.8300528526	0.5013941747
1520	0.8300652206	0.5013880579
1521	0.830071032	0.5013829198
1522	0.8300845623	0.5013760283
1523	0.830094099	0.5013703601
1524	0.8301023543	0.5013642841
1525	0.8301119804	0.5013570255
1526	0.8301244378	0.5013513981
1527	0.8301334977	0.5013457707
1528	0.8301472366	0.5013396539
1529	0.8301619291	0.5013320283
1530	0.830168128	0.5013282767
1531	0.8301799297	0.5013216298
1532	0.8301908076	0.5013164509
1533	0.8302051425	0.501308336
1534	0.8302163184	0.5013013221
1535	0.8302282691	0.5012957763
1536	0.8302413523	0.5012883954
1537	0.8302500248	0.5012826048
1538	0.8302646577	0.5012759579
1539	0.8302764595	0.5012692295
1540	0.8302890956	0.5012629496
1541	0.8302948475	0.5012588718
1542	0.8303078115	0.5012518171
1543	0.8303195536	0.5012472499
1544	0.8303310871	0.5012395428
1545	0.8303400874	0.5012350571
1546	0.8303488195	0.5012286957
1547	0.8303640485	0.5012211109
1548	0.8303788602	0.5012140562
1549	0.8303929567	0.50120692
1550	0.830401361	0.5012026383
1551	0.8304159641	0.5011967662
1552	0.8304251134	0.5011911795
1553	0.8304325938	0.5011853074
1554	0.8304432631	0.5011806179
1555	0.8304496109	0.5011759692
1556	0.8304558098	0.5011717282
1557	0.8304668069	0.5011657338
